source_path	destination_path	type	mode	mtime_ns	size	sha256	symlink_target	action	classification	reason	encoded
.prompt-extra.md	.prompt-extra.md	file	0664	1777148443521382586	2636	7b1a41562c0a7af0a8b02c0d45b2f3291423d8035e3d45b690a2532cf3fd3158		copy	run-evidence		
.specula-output	.specula-output	directory	0775	1777231993607426856				mkdir	run-directory		
.specula-output/.spec-gen-prompt.md	.specula-output/.spec-gen-prompt.md	file	0664	1777231993601426747	6447	5b1c9aebf0f72f23ae0c33d1c6a0d3253ad7e63e51f564cab4d5ee2afa9daec4		copy	run-evidence		
.specula-output/modeling-brief.md	.specula-output/modeling-brief.md	file	0664	1777148443521382586	9767	78bcb184b5b5e1f64fdf17079ec5758a452b10a4ce21e28380fb6a7be6b391d9		copy	run-evidence		
.specula-output/pipeline-summary.md	.specula-output/pipeline-summary.md	file	0664	1777152326545323193	434	ea36d86bf4ac431f933d4d8e3016b4bf62ef3ceba4c3f7d2936c8dda1dbcd260		copy	run-evidence		
.specula-output/pipeline.log	.specula-output/pipeline.log	file	0664	1777231993606426838	2938	084fcfab1c25adf2ec262acfbd4b1f4ce909e89f1165661a02cadb7757313639		copy	run-evidence		
.specula-output/spec	.specula-output/spec	directory	0775	1777152299680832429				mkdir	run-directory		
.specula-output/spec-gen.log	.specula-output/spec-gen.log	file	0664	1777231993606426838	1596	caa1d81abf41c02157bc2b3b8ecf5b9057b8c5a2118c738978cc25936f4d5d0d		copy	run-evidence		
.specula-output/spec-gen.pid		file	0664	1777151975772912184	8	969de7de992fd9700ec6ca3446745cfa517f8f6c7b7da92332724dc4ef8b304f		exclude	non-evidence	ephemeral-process-id	
.specula-output/spec-gen.raw.json	.specula-output/spec-gen.raw.json	file	0664	1777231993604426801	2977	237ed6e0ad1e8ef0db77ae22a5bc301ea76047a88a7e97dfa1c1500c704418cc		copy	run-evidence		
.specula-output/spec-gen.usage.json	.specula-output/spec-gen.usage.json	file	0664	1777152326514322627	1478	9961302cc4452362f824893b309d79b79e4dd7fb9fea6d51b61ec2b1f64ac938		copy	run-evidence		
.specula-output/spec/MC.cfg	.specula-output/spec/MC.cfg	file	0664	1777152208664162545	102	f2288d56371bf13efdd4d4102bc55cd9a605307b5af3779a5450140ec245c396		copy	run-evidence		
.specula-output/spec/MC.tla	.specula-output/spec/MC.tla	file	0664	1777152204185080123	709	9d80556001398a105c097404ae5ddc588a0503cf0235142c8e9b2963a13a60dd		copy	run-evidence		
.specula-output/spec/Trace.cfg	.specula-output/spec/Trace.cfg	file	0664	1777152249023901303	83	6940ca233e53037d9dfe23949f622e5a60cb7cdb5a78ac56eae2f6dfd0df0b8e		copy	run-evidence		
.specula-output/spec/Trace.tla	.specula-output/spec/Trace.tla	file	0664	1777152245670840071	4471	a4cdfe5e369eb48cd7274227ba669c762582b5295c4e9af5be6ad1dc7cca43ee		copy	run-evidence		
.specula-output/spec/base.cfg	.specula-output/spec/base.cfg	file	0664	1777152186735760710	49	6711c3af77bb48c406277aa3f01ac09d978be7ba25ba6a6bf119e7cea6cd353e		copy	run-evidence		
.specula-output/spec/base.tla	.specula-output/spec/base.tla	file	0664	1777152183929709466	7342	8ff7893d775e7c262f1ba2aa56c766ecbea17a87b44a70ea53c5d8938b3eb162		copy	run-evidence		
.specula-output/spec/instrumentation-spec.md	.specula-output/spec/instrumentation-spec.md	file	0664	1777152299676832356	10562	45d1538a16d3a4b36f49c9b3ed0103e22ad1ba17bb1ff5bbb0cdf80bf63b1ebd		copy	run-evidence		
