index	path_json	canonical_path_json	type	encrypted	compression_method	compression_name	flag_bits	crc32	compressed_size	uncompressed_size	date_time_json	create_system	create_version	extract_version	external_attr	unix_mode	header_offset	extra_hex	comment_hex
23562	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step7/show_ip_route.ref"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step7/show_ip_route.ref"	file	false	8	deflated	8	e2b1ae50	398	5773	[2026,7,20,23,48,16]	3	20	20	2176057344	100664	23410759	75780b000104f50100000414000000555405000140435e6a	
23563	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step7/._show_ip_route.ref"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step7/._show_ip_route.ref"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,16]	3	20	20	2176057344	100664	23411366	75780b000104f50100000414000000555405000140435e6a	
23564	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step7/show_ipv6_route.ref"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step7/show_ipv6_route.ref"	file	false	8	deflated	8	97118551	405	6780	[2026,7,20,23,48,16]	3	20	20	2176057344	100664	23411672	75780b000104f50100000414000000555405000140435e6a	
23565	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step7/._show_ipv6_route.ref"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step7/._show_ipv6_route.ref"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,16]	3	20	20	2176057344	100664	23412288	75780b000104f50100000414000000555405000140435e6a	
23566	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step7/show_yang_interface_isis_adjacencies.ref"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step7/show_yang_interface_isis_adjacencies.ref"	file	false	8	deflated	8	193b3619	230	1977	[2026,7,20,23,48,16]	3	20	20	2176057344	100664	23412596	75780b000104f50100000414000000555405000140435e6a	
23567	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step7/._show_yang_interface_isis_adjacencies.ref"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step7/._show_yang_interface_isis_adjacencies.ref"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,16]	3	20	20	2176057344	100664	23413058	75780b000104f50100000414000000555405000140435e6a	
23568	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step9/show_srv6_locator_table.ref"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step9/show_srv6_locator_table.ref"	file	false	8	deflated	8	3bd6bcc5	144	252	[2026,7,20,23,48,16]	3	20	20	2176057344	100664	23413387	75780b000104f50100000414000000555405000140435e6a	
23569	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step9/._show_srv6_locator_table.ref"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step9/._show_srv6_locator_table.ref"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,16]	3	20	20	2176057344	100664	23413750	75780b000104f50100000414000000555405000140435e6a	
23570	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step9/show_ip_route.ref"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step9/show_ip_route.ref"	file	false	8	deflated	8	e2b1ae50	398	5773	[2026,7,20,23,48,16]	3	20	20	2176057344	100664	23414066	75780b000104f50100000414000000555405000140435e6a	
23571	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step9/._show_ip_route.ref"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step9/._show_ip_route.ref"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,16]	3	20	20	2176057344	100664	23414673	75780b000104f50100000414000000555405000140435e6a	
23572	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step9/show_ipv6_route.ref"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step9/show_ipv6_route.ref"	file	false	8	deflated	8	97118551	405	6780	[2026,7,20,23,48,16]	3	20	20	2176057344	100664	23414979	75780b000104f50100000414000000555405000140435e6a	
23573	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step9/._show_ipv6_route.ref"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step9/._show_ipv6_route.ref"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,16]	3	20	20	2176057344	100664	23415595	75780b000104f50100000414000000555405000140435e6a	
23574	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step9/show_yang_interface_isis_adjacencies.ref"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step9/show_yang_interface_isis_adjacencies.ref"	file	false	8	deflated	8	193b3619	230	1977	[2026,7,20,23,48,16]	3	20	20	2176057344	100664	23415903	75780b000104f50100000414000000555405000140435e6a	
23575	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step9/._show_yang_interface_isis_adjacencies.ref"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step9/._show_yang_interface_isis_adjacencies.ref"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,16]	3	20	20	2176057344	100664	23416365	75780b000104f50100000414000000555405000140435e6a	
23576	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step8/show_srv6_locator_table.ref"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step8/show_srv6_locator_table.ref"	file	false	8	deflated	8	3bd6bcc5	144	252	[2026,7,20,23,48,16]	3	20	20	2176057344	100664	23416694	75780b000104f50100000414000000555405000140435e6a	
23577	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step8/._show_srv6_locator_table.ref"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step8/._show_srv6_locator_table.ref"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,16]	3	20	20	2176057344	100664	23417057	75780b000104f50100000414000000555405000140435e6a	
23578	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step8/show_ip_route.ref"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step8/show_ip_route.ref"	file	false	8	deflated	8	e2b1ae50	398	5773	[2026,7,20,23,48,16]	3	20	20	2176057344	100664	23417373	75780b000104f50100000414000000555405000140435e6a	
23579	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step8/._show_ip_route.ref"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step8/._show_ip_route.ref"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,16]	3	20	20	2176057344	100664	23417980	75780b000104f50100000414000000555405000140435e6a	
23580	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step8/show_ipv6_route.ref"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step8/show_ipv6_route.ref"	file	false	8	deflated	8	480cc46a	392	6283	[2026,7,20,23,48,16]	3	20	20	2176057344	100664	23418286	75780b000104f50100000414000000555405000140435e6a	
23581	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step8/._show_ipv6_route.ref"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step8/._show_ipv6_route.ref"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,16]	3	20	20	2176057344	100664	23418889	75780b000104f50100000414000000555405000140435e6a	
23582	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step8/show_yang_interface_isis_adjacencies.ref"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step8/show_yang_interface_isis_adjacencies.ref"	file	false	8	deflated	8	193b3619	230	1977	[2026,7,20,23,48,16]	3	20	20	2176057344	100664	23419197	75780b000104f50100000414000000555405000140435e6a	
23583	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step8/._show_yang_interface_isis_adjacencies.ref"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step8/._show_yang_interface_isis_adjacencies.ref"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,16]	3	20	20	2176057344	100664	23419659	75780b000104f50100000414000000555405000140435e6a	
23584	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step6/show_srv6_locator_table.ref"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step6/show_srv6_locator_table.ref"	file	false	8	deflated	8	3bd6bcc5	144	252	[2026,7,20,23,48,16]	3	20	20	2176057344	100664	23419988	75780b000104f50100000414000000555405000140435e6a	
23585	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step6/._show_srv6_locator_table.ref"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step6/._show_srv6_locator_table.ref"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,16]	3	20	20	2176057344	100664	23420351	75780b000104f50100000414000000555405000140435e6a	
23586	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step6/show_ip_route.ref"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step6/show_ip_route.ref"	file	false	8	deflated	8	e2b1ae50	398	5773	[2026,7,20,23,48,16]	3	20	20	2176057344	100664	23420667	75780b000104f50100000414000000555405000140435e6a	
23587	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step6/._show_ip_route.ref"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step6/._show_ip_route.ref"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,16]	3	20	20	2176057344	100664	23421274	75780b000104f50100000414000000555405000140435e6a	
23588	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step6/show_ipv6_route.ref"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step6/show_ipv6_route.ref"	file	false	8	deflated	8	480cc46a	392	6283	[2026,7,20,23,48,16]	3	20	20	2176057344	100664	23421580	75780b000104f50100000414000000555405000140435e6a	
23589	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step6/._show_ipv6_route.ref"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step6/._show_ipv6_route.ref"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,16]	3	20	20	2176057344	100664	23422183	75780b000104f50100000414000000555405000140435e6a	
23590	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step6/show_yang_interface_isis_adjacencies.ref"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step6/show_yang_interface_isis_adjacencies.ref"	file	false	8	deflated	8	193b3619	230	1977	[2026,7,20,23,48,16]	3	20	20	2176057344	100664	23422491	75780b000104f50100000414000000555405000140435e6a	
23591	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step6/._show_yang_interface_isis_adjacencies.ref"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step6/._show_yang_interface_isis_adjacencies.ref"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,16]	3	20	20	2176057344	100664	23422953	75780b000104f50100000414000000555405000140435e6a	
23592	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step1/show_srv6_locator_table.ref"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step1/show_srv6_locator_table.ref"	file	false	8	deflated	8	3bd6bcc5	144	252	[2026,7,20,23,48,16]	3	20	20	2176057344	100664	23423282	75780b000104f50100000414000000555405000140435e6a	
23593	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step1/._show_srv6_locator_table.ref"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step1/._show_srv6_locator_table.ref"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,16]	3	20	20	2176057344	100664	23423645	75780b000104f50100000414000000555405000140435e6a	
23594	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step1/show_ip_route.ref"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step1/show_ip_route.ref"	file	false	8	deflated	8	e2b1ae50	398	5773	[2026,7,20,23,48,16]	3	20	20	2176057344	100664	23423961	75780b000104f50100000414000000555405000140435e6a	
23595	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step1/._show_ip_route.ref"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step1/._show_ip_route.ref"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,16]	3	20	20	2176057344	100664	23424568	75780b000104f50100000414000000555405000140435e6a	
23596	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step1/show_ipv6_route.ref"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step1/show_ipv6_route.ref"	file	false	8	deflated	8	0ebe82af	427	6854	[2026,7,20,23,48,16]	3	20	20	2176057344	100664	23424874	75780b000104f50100000414000000555405000140435e6a	
23597	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step1/._show_ipv6_route.ref"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step1/._show_ipv6_route.ref"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,16]	3	20	20	2176057344	100664	23425512	75780b000104f50100000414000000555405000140435e6a	
23598	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step1/show_yang_interface_isis_adjacencies.ref"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step1/show_yang_interface_isis_adjacencies.ref"	file	false	8	deflated	8	193b3619	230	1977	[2026,7,20,23,48,16]	3	20	20	2176057344	100664	23425820	75780b000104f50100000414000000555405000140435e6a	
23599	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step1/._show_yang_interface_isis_adjacencies.ref"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/topotests/isis_srv6_topo1/rt5/step1/._show_yang_interface_isis_adjacencies.ref"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,16]	3	20	20	2176057344	100664	23426282	75780b000104f50100000414000000555405000140435e6a	
23600	"specula-frr-cr5-artifacts-20260722/original-specula-run-frr-v020-deepseek-v4-pro-full-docker-mp4-ee765f7-20260720-210800/frr/.specula-output/spec/states/26-07-20-22-41-21.026/Trace_1.fp"	"specula-frr-cr5-artifacts-20260722/original-specula-run-frr-v020-deepseek-v4-pro-full-docker-mp4-ee765f7-20260720-210800/frr/.specula-output/spec/states/26-07-20-22-41-21.026/Trace_1.fp"	file	false	0	stored	8	00000000	0	0	[2026,7,20,22,41,20]	3	10	10	2176057344	100664	23426611	75780b000104f50100000414000000555405000191335e6a	
23601	"__MACOSX/specula-frr-cr5-artifacts-20260722/original-specula-run-frr-v020-deepseek-v4-pro-full-docker-mp4-ee765f7-20260720-210800/frr/.specula-output/spec/states/26-07-20-22-41-21.026/._Trace_1.fp"	"__MACOSX/specula-frr-cr5-artifacts-20260722/original-specula-run-frr-v020-deepseek-v4-pro-full-docker-mp4-ee765f7-20260720-210800/frr/.specula-output/spec/states/26-07-20-22-41-21.026/._Trace_1.fp"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,22,41,20]	3	20	20	2176057344	100664	23426874	75780b000104f50100000414000000555405000191335e6a	
23602	"specula-frr-cr5-artifacts-20260722/original-specula-run-frr-v020-deepseek-v4-pro-full-docker-mp4-ee765f7-20260720-210800/frr/.specula-output/spec/states/26-07-20-22-41-21.026/Trace_0.fp"	"specula-frr-cr5-artifacts-20260722/original-specula-run-frr-v020-deepseek-v4-pro-full-docker-mp4-ee765f7-20260720-210800/frr/.specula-output/spec/states/26-07-20-22-41-21.026/Trace_0.fp"	file	false	0	stored	8	00000000	0	0	[2026,7,20,22,41,20]	3	10	10	2176057344	100664	23427234	75780b000104f50100000414000000555405000191335e6a	
23603	"__MACOSX/specula-frr-cr5-artifacts-20260722/original-specula-run-frr-v020-deepseek-v4-pro-full-docker-mp4-ee765f7-20260720-210800/frr/.specula-output/spec/states/26-07-20-22-41-21.026/._Trace_0.fp"	"__MACOSX/specula-frr-cr5-artifacts-20260722/original-specula-run-frr-v020-deepseek-v4-pro-full-docker-mp4-ee765f7-20260720-210800/frr/.specula-output/spec/states/26-07-20-22-41-21.026/._Trace_0.fp"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,22,41,20]	3	20	20	2176057344	100664	23427497	75780b000104f50100000414000000555405000191335e6a	
23604	"specula-frr-cr5-artifacts-20260722/original-specula-run-frr-v020-deepseek-v4-pro-full-docker-mp4-ee765f7-20260720-210800/frr/.specula-output/spec/states/26-07-20-22-41-21.026/Trace.st"	"specula-frr-cr5-artifacts-20260722/original-specula-run-frr-v020-deepseek-v4-pro-full-docker-mp4-ee765f7-20260720-210800/frr/.specula-output/spec/states/26-07-20-22-41-21.026/Trace.st"	file	false	0	stored	8	00000000	0	0	[2026,7,20,22,41,20]	3	10	10	2176057344	100664	23427857	75780b000104f50100000414000000555405000191335e6a	
23605	"__MACOSX/specula-frr-cr5-artifacts-20260722/original-specula-run-frr-v020-deepseek-v4-pro-full-docker-mp4-ee765f7-20260720-210800/frr/.specula-output/spec/states/26-07-20-22-41-21.026/._Trace.st"	"__MACOSX/specula-frr-cr5-artifacts-20260722/original-specula-run-frr-v020-deepseek-v4-pro-full-docker-mp4-ee765f7-20260720-210800/frr/.specula-output/spec/states/26-07-20-22-41-21.026/._Trace.st"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,22,41,20]	3	20	20	2176057344	100664	23428118	75780b000104f50100000414000000555405000191335e6a	
23606	"specula-frr-cr5-artifacts-20260722/original-specula-run-frr-v020-deepseek-v4-pro-full-docker-mp4-ee765f7-20260720-210800/frr/.specula-output/spec/states/26-07-20-22-41-21.026/Trace-0.st"	"specula-frr-cr5-artifacts-20260722/original-specula-run-frr-v020-deepseek-v4-pro-full-docker-mp4-ee765f7-20260720-210800/frr/.specula-output/spec/states/26-07-20-22-41-21.026/Trace-0.st"	file	false	0	stored	8	00000000	0	0	[2026,7,20,22,41,20]	3	10	10	2176057344	100664	23428476	75780b000104f50100000414000000555405000191335e6a	
23607	"__MACOSX/specula-frr-cr5-artifacts-20260722/original-specula-run-frr-v020-deepseek-v4-pro-full-docker-mp4-ee765f7-20260720-210800/frr/.specula-output/spec/states/26-07-20-22-41-21.026/._Trace-0.st"	"__MACOSX/specula-frr-cr5-artifacts-20260722/original-specula-run-frr-v020-deepseek-v4-pro-full-docker-mp4-ee765f7-20260720-210800/frr/.specula-output/spec/states/26-07-20-22-41-21.026/._Trace-0.st"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,22,41,20]	3	20	20	2176057344	100664	23428739	75780b000104f50100000414000000555405000191335e6a	
23608	"specula-frr-cr5-artifacts-20260722/original-specula-run-frr-v020-deepseek-v4-pro-full-docker-mp4-ee765f7-20260720-210800/frr/.specula-output/spec/states/26-07-20-22-41-21.026/ptrs_0"	"specula-frr-cr5-artifacts-20260722/original-specula-run-frr-v020-deepseek-v4-pro-full-docker-mp4-ee765f7-20260720-210800/frr/.specula-output/spec/states/26-07-20-22-41-21.026/ptrs_0"	file	false	8	deflated	8	1b52bccf	552	768	[2026,7,20,22,41,20]	3	20	20	2176057344	100664	23429099	75780b000104f50100000414000000555405000191335e6a	
23609	"__MACOSX/specula-frr-cr5-artifacts-20260722/original-specula-run-frr-v020-deepseek-v4-pro-full-docker-mp4-ee765f7-20260720-210800/frr/.specula-output/spec/states/26-07-20-22-41-21.026/._ptrs_0"	"__MACOSX/specula-frr-cr5-artifacts-20260722/original-specula-run-frr-v020-deepseek-v4-pro-full-docker-mp4-ee765f7-20260720-210800/frr/.specula-output/spec/states/26-07-20-22-41-21.026/._ptrs_0"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,22,41,20]	3	20	20	2176057344	100664	23429910	75780b000104f50100000414000000555405000191335e6a	
23610	"specula-frr-cr5-artifacts-20260722/original-specula-run-frr-v020-deepseek-v4-pro-full-docker-mp4-ee765f7-20260720-210800/frr/.specula-output/spec/states/26-07-20-22-41-21.026/nodes_0"	"specula-frr-cr5-artifacts-20260722/original-specula-run-frr-v020-deepseek-v4-pro-full-docker-mp4-ee765f7-20260720-210800/frr/.specula-output/spec/states/26-07-20-22-41-21.026/nodes_0"	file	false	8	deflated	8	4edf0f68	769	2304	[2026,7,20,22,41,20]	3	20	20	2176057344	100664	23430266	75780b000104f50100000414000000555405000191335e6a	
23611	"__MACOSX/specula-frr-cr5-artifacts-20260722/original-specula-run-frr-v020-deepseek-v4-pro-full-docker-mp4-ee765f7-20260720-210800/frr/.specula-output/spec/states/26-07-20-22-41-21.026/._nodes_0"	"__MACOSX/specula-frr-cr5-artifacts-20260722/original-specula-run-frr-v020-deepseek-v4-pro-full-docker-mp4-ee765f7-20260720-210800/frr/.specula-output/spec/states/26-07-20-22-41-21.026/._nodes_0"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,22,41,20]	3	20	20	2176057344	100664	23431295	75780b000104f50100000414000000555405000191335e6a	
23612	"specula-frr-cr5-artifacts-20260722/original-specula-run-frr-v020-deepseek-v4-pro-full-docker-mp4-ee765f7-20260720-210800/frr/.specula-output/spec/states/26-07-20-22-41-37.073/Trace_1.fp"	"specula-frr-cr5-artifacts-20260722/original-specula-run-frr-v020-deepseek-v4-pro-full-docker-mp4-ee765f7-20260720-210800/frr/.specula-output/spec/states/26-07-20-22-41-37.073/Trace_1.fp"	file	false	0	stored	8	00000000	0	0	[2026,7,20,22,41,36]	3	10	10	2176057344	100664	23431652	75780b000104f501000004140000005554050001a1335e6a	
23613	"__MACOSX/specula-frr-cr5-artifacts-20260722/original-specula-run-frr-v020-deepseek-v4-pro-full-docker-mp4-ee765f7-20260720-210800/frr/.specula-output/spec/states/26-07-20-22-41-37.073/._Trace_1.fp"	"__MACOSX/specula-frr-cr5-artifacts-20260722/original-specula-run-frr-v020-deepseek-v4-pro-full-docker-mp4-ee765f7-20260720-210800/frr/.specula-output/spec/states/26-07-20-22-41-37.073/._Trace_1.fp"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,22,41,36]	3	20	20	2176057344	100664	23431915	75780b000104f501000004140000005554050001a1335e6a	
23614	"specula-frr-cr5-artifacts-20260722/original-specula-run-frr-v020-deepseek-v4-pro-full-docker-mp4-ee765f7-20260720-210800/frr/.specula-output/spec/states/26-07-20-22-41-37.073/Trace_0.fp"	"specula-frr-cr5-artifacts-20260722/original-specula-run-frr-v020-deepseek-v4-pro-full-docker-mp4-ee765f7-20260720-210800/frr/.specula-output/spec/states/26-07-20-22-41-37.073/Trace_0.fp"	file	false	0	stored	8	00000000	0	0	[2026,7,20,22,41,36]	3	10	10	2176057344	100664	23432275	75780b000104f501000004140000005554050001a1335e6a	
